anime_id,name,genre,type,episodes,rating,members,episode_bins
6714,dragonballzatsumaregokuuworld,"action, adventure, comedy, fantasy, martial arts, shounen, super power",ova,1.0,6.76,10044,1
13263,fatezeroonegaieinzbernsoudanshitsu,comedy,special,6.0,6.76,19326,2-12
2319,freedomprevisited,"action, adventure, sci-fi",ova,1.0,6.76,1990,1
259,happylesson,"comedy, harem, romance, school",ova,5.0,6.76,8067,2-12
2224,hikarinodensetsu,"music, romance, shoujo, sports",tv,19.0,6.76,2028,13-24
6008,jewelpet,"fantasy, magic, shoujo",tv,52.0,6.76,4197,51-100
1660,kuroganecommunication,"action, adventure, drama, sci-fi",tv,24.0,6.76,2928,13-24
2911,kyoushiroutotowanosoraspecials,"drama, magic, romance, shounen",special,6.0,6.76,3946,2-12
2038,mahounostarmagicalemi,"comedy, magic, shoujo, slice of life",tv,38.0,6.76,1783,25-50
4052,medarotdamashii,"action, adventure, sci-fi",tv,39.0,6.76,9590,25-50
17655,mobilesuitgundamagememoryofeden,"action, drama, mecha, military, sci-fi",ova,2.0,6.76,2405,2-12
6736,mouryounohakospecial,"mystery, seinen, supernatural, thriller",special,1.0,6.76,4733,1
33075,musaigennophantomworldspecial,"action, comedy, fantasy, supernatural",special,1.0,6.76,14168,1
10936,nekogamiyaoyorozuohanamighostbusters,"comedy, seinen, supernatural",ova,1.0,6.76,2515,1
8783,nezhanaohai,kids,movie,1.0,6.76,255,1
24991,nogamenolifespecials,"ecchi, fantasy, game",special,6.0,6.76,58997,2-12
24705,oretwintailninarimasu,"action, comedy, fantasy, romance, school, shounen",tv,12.0,6.76,66868,2-12
2615,otomewabokunikoishiteruspecial,"comedy, romance, school",special,1.0,6.76,9347,1
3366,personatrinitysoul,"action, sci-fi, super power",tv,26.0,6.76,48744,25-50
16718,sketdancesdcharacterflashanime,"comedy, school, shounen",ona,16.0,6.76,2017,13-24
1742,souryuuden,"drama, mystery, super power, supernatural",ova,12.0,6.76,1408,2-12
2619,spiderridersoraclenoyuushatachi,"action, adventure, mecha",tv,26.0,6.76,3605,25-50
12699,talesofgekijou,comedy,special,5.0,6.76,2853,2-12
33811,teekyuu8,"comedy, shounen, sports",tv,12.0,6.76,3961,2-12
17233,thehouse,"drama, fantasy, kids",movie,1.0,6.76,242,1
3008,timebokanseriesyatterman,"adventure, comedy, mecha",tv,108.0,6.76,2930,100+
7591,tonotoissho,"comedy, historical, parody, samurai, seinen",ova,1.0,6.76,2888,1
6129,umimonogatarianatagaitekuretakoto,"drama, fantasy, magic, romance, supernatural",tv,12.0,6.76,14696,2-12
31521,ushinawaretamiraiwomotometeushinawaretanatsuyasumiwomotomete,romance,special,1.0,6.76,3437,1
3077,warausalesman,"comedy, drama, seinen",tv,103.0,6.76,711,100+
1718,wintergarden,"drama, romance, shoujo, slice of life",special,2.0,6.76,5398,2-12
315,xiaoqian,"action, drama, fantasy, romance",movie,1.0,6.76,1823,1
298,hacktasogarenoudewadensetsu,"adventure, comedy, fantasy, game, sci-fi, shounen",tv,12.0,6.75,47679,2-12
2221,aishiteknight,"comedy, romance, shoujo",tv,42.0,6.75,3746,25-50
8950,akagenoannegreengablesenomichi,"adventure, historical, shoujo, slice of life",movie,1.0,6.75,1218,1
9706,canaanminorikawareport201xshanghai,"action, seinen",special,1.0,6.75,5516,1
1149,choujuushingravionzwei,"adventure, comedy, mecha, sci-fi, shounen",tv,12.0,6.75,5808,2-12
31851,dogdayslimoneresorttenbouonsen,"ecchi, fantasy, magic",special,1.0,6.75,1585,1
2627,doraemonitsnewyear,"comedy, kids, sci-fi, shounen",special,1.0,6.75,476,1
987,dragonballgtgokugaidenyuukinoakashiwasuushinchuu,"action, adventure, comedy, fantasy, martial arts, shounen, super power",special,1.0,6.75,32853,1
236,esotherwise,"adventure, comedy, drama, military, sci-fi, shounen, supernatural",tv,26.0,6.75,11704,25-50
504,fatalfurythemotionpicture,"action, adventure, drama, martial arts, romance, shounen",movie,1.0,6.75,7101,1
23499,gakumonookamishoujowakujikenai,"comedy, school, shounen",ona,3.0,6.75,1477,2-12
11268,gansotensaibakabon,"comedy, slice of life",tv,103.0,6.75,288,100+
7285,gingatetsudou999diamondringnokanatae,"adventure, drama, sci-fi",movie,1.0,6.75,745,1
29853,girlsundpanzerheartfultankdiscfushouakiyamayukarinosenshakouza,"military, school",special,2.0,6.75,1457,2-12
1706,gunfrontier,"action, adventure, drama, historical, sci-fi, seinen",tv,13.0,6.75,4732,13-24
15729,hagureyuushanoaestheticahajiraiippai,"comedy, ecchi",special,6.0,6.75,19407,2-12
1466,hakugeidensetsu,"adventure, sci-fi",tv,26.0,6.75,1387,25-50
1848,haoutaikeiryuuknight,"action, adventure, fantasy, mecha",tv,52.0,6.75,1591,51-100
1181,hikyoutankenfamihrlie,"action, adventure, comedy, fantasy, magic",ova,4.0,6.75,4032,2-12
8507,ikkitousenxtremexecutorspecials,"comedy, ecchi",special,6.0,6.75,8568,2-12
6087,jettermars,"action, drama, mecha, sci-fi",tv,27.0,6.75,382,25-50
3464,kemekodeluxe,"action, comedy, ecchi, romance, school, sci-fi, shounen",tv,12.0,6.75,26991,2-12
5305,koihimemusouova,"comedy, fantasy, school",ova,1.0,6.75,7747,1
16906,lineofflinesalaryman,comedy,tv,114.0,6.75,1190,100+
1445,machgogogo,"adventure, cars, shounen, sports",tv,52.0,6.75,6253,51-100
2272,mahounoprincessminkymomoyumenonakanorondo,"magic, shoujo",ova,1.0,6.75,658,1
3388,majokkomeguchan,"magic, shoujo",tv,72.0,6.75,1139,51-100
4782,mamawapoyopoyosaurusgaosuki,"comedy, kids, slice of life",tv,52.0,6.75,348,51-100
776,nanaka617,"comedy, drama, romance, shounen, slice of life",tv,12.0,6.75,5702,2-12
24075,persona4thegoldenanimation,"adventure, mystery, school, sci-fi, super power, supernatural",tv,12.0,6.75,39165,2-12
21569,pokemonxyhakainomayutodiancie,"adventure, fantasy, kids",movie,1.0,6.75,9290,1
11073,pokemonashsjourney,"fantasy, kids",movie,1.0,6.75,4578,1
3265,princesstuturecaps,"comedy, magic, romance, shoujo",special,3.0,6.75,3999,2-12
28619,ranpokitangameoflaplace,mystery,tv,11.0,6.75,66777,2-12
21033,seikokunodragonar,"comedy, ecchi, fantasy, school",tv,12.0,6.75,83068,2-12
679,shadowskill1996,"adventure, drama, fantasy, shounen",ova,3.0,6.75,3210,2-12
4173,shigofumipicturedrama,comedy,special,7.0,6.75,2804,2-12
5742,spacecobrapilot,"action, adventure, sci-fi, space",special,1.0,6.75,873,1
421,stratos4,"comedy, military, sci-fi, shounen",tv,13.0,6.75,6909,13-24
11685,takarajimamemorialyuunagitoyobaretaotoko,"adventure, drama, historical, mystery, supernatural",ova,1.0,6.74,536,1
928,transformersgalaxyforce,"adventure, mecha, sci-fi, shounen",tv,52.0,6.75,2790,51-100
12935,utakatahanabi,music,music,1.0,6.75,1375,1
347,wildarmstwilightvenom,"action, adventure, fantasy, magic, sci-fi, vampire",tv,22.0,6.75,4750,13-24
17341,yamanosusumekabettekowakunaino,"comedy, slice of life",special,1.0,6.75,7878,1
299,hackliminality,"game, mystery, sci-fi",ova,4.0,6.74,24304,2-12
2467,3choumenotamauchinotamashirimasenka,adventure,tv,35.0,6.74,967,25-50
1998,amazingnuts,"adventure, music, police, romance, sci-fi",music,4.0,6.74,6650,2-12
2709,bakusoukyoudailetsgomax,"cars, shounen, sports",tv,51.0,6.74,1572,51-100
4197,bluedragontenkainoshichiryuu,"adventure, comedy, fantasy, supernatural",tv,51.0,6.74,6667,51-100
1194,coyoteragtimeshow,"action, adventure, comedy, mecha, sci-fi, shounen",tv,12.0,6.74,13036,2-12
5618,dokonjougaeru,"comedy, slice of life",tv,103.0,6.74,378,100+
2641,doraemonitswinter,"adventure, comedy, fantasy, kids, shounen",special,1.0,6.74,485,1
2644,doraemontreasureoftheshinugumimountain,"adventure, comedy, fantasy, kids, shounen",special,1.0,6.74,405,1
5016,fluximation,music,music,14.0,6.74,2240,13-24
10172,freezingspecials,"action, comedy, ecchi",special,6.0,6.74,28125,2-12
782,gasaraki,"drama, mecha, military, psychological, supernatural",tv,25.0,6.74,10770,25-50
1019,honoonomirage,"action, drama, historical, romance, school, shounen ai, supernatural",tv,13.0,6.74,12835,13-24
3503,kanokon,"comedy, ecchi, harem, romance, school, shounen, slice of life, supernatural",tv,12.0,6.74,122288,2-12
6791,kanokonmanatsunodaishanikusai,"ecchi, romance, slice of life",ova,2.0,6.74,25804,2-12
28207,ketsuekigatakun2,comedy,tv,12.0,6.74,2265,2-12
6975,koronodaisanpo,adventure,special,1.0,6.74,1055,1
3866,kurogaitanatsu,"drama, historical",movie,1.0,6.74,344,1
1070,lovegetchu,"comedy, romance",tv,25.0,6.74,5725,25-50
32730,lovelivexwateringkissmintcollaborationcm,music,special,1.0,6.73,1729,1
7090,madoukinggranzortsaigonomagicaltaisen,"action, comedy, fantasy, magic, mecha, sci-fi, shounen",ova,2.0,6.74,214,2-12
6779,pokonyan,"comedy, fantasy, kids, magic",tv,170.0,6.74,314,100+
8456,queensbladeutsukushikitoushitachi,"action, adventure, ecchi, fantasy",ova,6.0,6.74,11540,2-12
25117,ryuugajounanananomaizoukintvspecials,comedy,special,6.0,6.74,3689,2-12
10156,sacredseven,"action, school, sci-fi, super power",tv,12.0,6.74,47136,2-12
14515,sasamisanganbaranai,"comedy, romance, supernatural",tv,12.0,6.74,55635,2-12
6068,senseinoojikandokidokischoolhoursova,"comedy, school",ova,7.0,6.74,1441,2-12
3809,shirayukihimenodensetsu,"adventure, fantasy, romance",tv,52.0,6.74,1486,51-100
1480,skygirlsova,"mecha, military, sci-fi",ova,1.0,6.74,5673,1
2419,spiritofwonderchinasannoyuuutsu,"romance, sci-fi, seinen",ova,1.0,6.74,1947,1
2290,superflatmonogram,"adventure, fantasy",special,1.0,6.74,4889,1
175,tokyounderground,"action, adventure, romance, sci-fi, shounen, super power",tv,26.0,6.74,17920,25-50
4720,whitealbum,"drama, harem, music, romance",tv,13.0,6.74,54376,13-24
1958,wish,music,music,1.0,6.74,5321,1
10390,hackquantumsoreikebokuranochimuchimuchan,"comedy, game",special,3.0,6.73,5249,2-12
2546,alpsmonogatariwatashinoannette,"drama, historical, slice of life",tv,48.0,6.73,1715,25-50
10689,appleseedxiiiremixmovie1yuigon,"action, mecha, military, police, sci-fi",movie,1.0,6.74,2478,1
17493,ashitagenkininarehanbunnosatsumaimo,drama,movie,1.0,6.74,365,1
2732,babybaachan,"comedy, drama",tv,53.0,6.73,406,51-100
10490,bloodc,"action, horror, school, supernatural, vampire",tv,12.0,6.73,118553,2-12
406,buzzerbeater,"shounen, sports",tv,13.0,6.73,8439,13-24
31636,dagashikashi,"comedy, shounen, slice of life",tv,12.0,6.73,145468,2-12
1187,dna²ova,"comedy, drama, sci-fi",ova,3.0,6.73,8003,2-12
8546,drslumpmovie02hoyoyouchuudaibouken,"comedy, sci-fi, shounen",movie,1.0,6.73,596,1
5945,elementhunters,"sci-fi, shounen",tv,39.0,6.73,9115,25-50
7477,fushanosha,"adventure, historical, martial arts, samurai, supernatural",movie,1.0,6.73,453,1
10949,ghostintheshellstandalonecomplextachikomanohibifandisc,"comedy, mecha, sci-fi",special,3.0,6.73,3159,2-12
31617,ghostintheshellthenewmovievirtualrealitydiver,"police, sci-fi, seinen",special,1.0,6.73,2575,1
6117,gokujoumechamoteiinchou,"comedy, romance, school, shoujo",tv,51.0,6.73,4162,51-100
6728,helenkellermonogatariaitohikarinotenshi,drama,movie,1.0,6.73,285,1
2390,hoshinokirby,"action, adventure, comedy, fantasy, parody",tv,100.0,6.73,10416,51-100
9362,hyakkaryouransamuraigirlsspecials,ecchi,special,6.0,6.73,15446,2-12
9495,inochinochikyuudioxinnonatsu,drama,movie,1.0,6.73,335,1
635,juubeechanlovelygantainohimitsu,"action, adventure, comedy, drama, shounen",tv,13.0,6.73,11531,13-24
590,kagekaramamoru,"comedy, romance, shounen",tv,12.0,6.73,17136,2-12
6205,kämpfer,"action, comedy, ecchi, romance, school, shoujo ai, super power",tv,12.0,6.73,146631,2-12
602,koseikibeastsanjuushi,"adventure, comedy, fantasy, mecha, shounen, supernatural",ova,7.0,6.73,1194,2-12
15347,meitanteiholmesaoirubynomakikaiteinozaihounomaki,"adventure, comedy, mystery",movie,1.0,6.73,507,1
3550,midorinomakibao,"comedy, sports",tv,61.0,6.73,488,51-100
9934,nekogamiyaoyorozu,"comedy, seinen, slice of life, supernatural",tv,12.0,6.73,12486,2-12
2912,ohayospank,"comedy, slice of life",tv,63.0,6.73,981,51-100
32383,osomatsusanshortfilmseries,"comedy, parody",special,8.0,6.73,3051,2-12
3900,ougonbat,"action, sci-fi, super power",tv,52.0,6.73,446,51-100
1296,projectako2daitokujizaibatsunoinbou,"action, comedy, mecha, sci-fi, super power",ova,1.0,6.73,2876,1
6633,queensbladegyokuzawotsugumono,"action, adventure, ecchi, fantasy",tv,12.0,6.73,31256,2-12
1232,sabermarionetter,"action, comedy, harem, mecha, sci-fi",ova,3.0,6.73,4928,2-12
3806,sasuganosarutobi,"action, adventure, comedy, martial arts, romance, sports",tv,69.0,6.73,483,51-100
8542,shinacewonerae,"drama, romance, school, shoujo, sports",tv,25.0,6.73,562,25-50
2497,shincuteyhoney,"adventure, comedy, ecchi, magic, sci-fi",ova,8.0,6.73,3455,2-12
8635,shinkoihimemusouliverevolution,"ecchi, music",ova,1.0,6.73,3574,1
2463,shounanbakusouzoku,"action, comedy, shounen",ova,12.0,6.73,423,2-12
12715,thehakkendenshinshou,"action, adventure, demons, historical, martial arts, samurai, shounen",ova,7.0,6.73,1127,2-12
3915,timebokan,"adventure, comedy, mecha",tv,61.0,6.73,835,51-100
5833,tondemosenshimuteking,"action, comedy, kids, magic, mecha, sci-fi, shounen, super power",tv,56.0,6.73,243,51-100
10324,tonotoisshogantainoyabou,"comedy, historical, parody, samurai, seinen",tv,12.0,6.73,1993,2-12
5022,toushigordian,"action, mecha, sci-fi",tv,73.0,6.73,310,51-100
1198,tsuyokiss,"comedy, romance, school, slice of life",tv,12.0,6.73,13680,2-12
6878,usavichspecial,"adventure, comedy",special,1.0,6.73,1352,1
497,yamitoboushitohonnotabibito,"adventure, ecchi, fantasy, magic, mystery, shoujo ai",tv,13.0,6.73,19237,13-24
2288,akihabaradennougumi,"adventure, mecha, sci-fi, shoujo",tv,26.0,6.72,3935,25-50
9549,alpsnoshoujoheidiheiditoclarahen,"drama, historical, slice of life",movie,1.0,6.72,717,1
808,bakuretsuhuntersova,"action, adventure, comedy, ecchi, fantasy, harem, magic, romance, shounen, super power",ova,3.0,6.72,3686,2-12
3232,bannoubunkanekomusumespecials,"action, adventure, comedy, mecha, sci-fi, seinen",special,2.0,6.72,950,2-12
11017,battlespiritsheroes,"action, shounen",tv,50.0,6.71,836,25-50
3952,blueseed15,"comedy, romance, sci-fi",ova,2.0,6.72,1326,2-12
1672,bombermanbdamanbakugaiden,"comedy, sci-fi, shounen",tv,48.0,6.72,1419,25-50
5266,choujuukishindancougargodblessdancougar,"action, mecha, sci-fi",ova,1.0,6.72,667,1
4450,chrnocrusadeazdemowakaruchrnocrusadekouza,"adventure, comedy, demons, historical, supernatural",special,11.0,6.72,8496,2-12
1853,cuteyhoneyf,"action, adventure, comedy, magic, romance, sci-fi, shoujo",tv,39.0,6.72,3495,25-50
2606,digimonsaversthemoviekyuukyokupowerburstmodehatsudou,"action, adventure, comedy, fantasy, shounen",movie,1.0,6.72,7937,1
12347,dirtypairflash3,"action, adventure, comedy, ecchi, police, sci-fi",ova,5.0,6.72,1450,2-12
7666,drslumpmovie01aralechanhellofushigishima,"comedy, sci-fi, shounen",movie,1.0,6.72,916,1
6028,drslumpmovie04aralechanhoyoyonanabashironohihou,"comedy, sci-fi, shounen",movie,1.0,6.72,686,1
225,dragonballgt,"action, adventure, comedy, fantasy, magic, sci-fi, shounen, super power",tv,64.0,6.72,226625,51-100
7364,dragonquestdainodaiboukenbuchiyabureshinsei6daishougun,"action, adventure, fantasy, magic, shounen",movie,1.0,6.72,736,1
10527,duelmasterscross,"action, adventure, comedy, shounen",tv,100.0,6.72,1062,51-100
4199,entakunokishimonogatarimoeroarthur,"adventure, drama, historical, romance",tv,30.0,6.72,608,25-50
3488,genjimonogatari,"drama, historical, romance",movie,1.0,6.72,2773,1
18989,ghostintheshellariseanothermission,"action, mecha, police, sci-fi",special,1.0,6.72,6649,1
1761,golgo13queenbee,"action, adventure, drama, military, seinen",ova,1.0,6.72,4513,1
403,hanaukyoumaidtai,"comedy, ecchi, harem, romance",tv,12.0,6.72,19053,2-12
1907,harukanarutokinonakadehachiyoushouova,"comedy, demons, fantasy, historical, shoujo, supernatural",ova,2.0,6.72,1352,2-12
31096,hibikeeuphoniumsuisougakubunonichijou,"comedy, music, school",special,7.0,6.72,12196,2-12
20391,hidamarisketchchouhidamatsurispecial,comedy,special,1.0,6.72,1496,1
22123,inugamisantonekoyamasan,"comedy, school, shoujo ai",tv,12.0,6.72,35872,2-12
4119,juushinliger,"action, mecha, sci-fi",tv,43.0,6.72,575,25-50
31344,kmissingkingsmannermovie,comedy,movie,1.0,6.72,3235,1
496,kamuinoken,"adventure, drama, fantasy, historical, shounen",movie,1.0,6.72,2776,1
23133,m3sonokurokihagane,"action, drama, mecha, mystery, psychological, sci-fi",tv,24.0,6.72,38301,13-24
10361,macrossfchoujikuugekijou,"comedy, slice of life",ova,1.0,6.72,2177,1
5962,metalfightbeyblade,"adventure, comedy, sports",tv,51.0,6.72,13898,51-100
2733,mobilepolicepatlaborminipato,parody,ova,3.0,6.72,1831,2-12
3641,naishonotsubomi,"kids, romance, school, shoujo, slice of life, supernatural",ova,3.0,6.72,5135,2-12
7664,nilsnofushiginatabimovie,"adventure, fantasy, kids",movie,1.0,6.72,408,1
34283,nobunaganoshinobiepisode0,"comedy, historical",special,1.0,6.74,937,1
1328,onepoundgospel,"comedy, romance, seinen, sports",ova,1.0,6.72,1724,1
5529,pokemonodorupokemonhimitsukichi,"comedy, fantasy, kids",movie,1.0,6.72,5846,1
1165,sakurataisenoukakenran,"adventure, mecha, sci-fi, shounen",ova,4.0,6.72,2890,2-12
4514,setondoubutsukikumanokojacky,"adventure, drama, historical",tv,26.0,6.72,819,25-50
3668,telepathyshoujoran,"fantasy, school",tv,26.0,6.72,5611,25-50
8314,tentaisenshisunredshortcorner,"comedy, parody, seinen, super power",special,4.0,6.72,503,2-12
2282,tezukaosamunokyuuyakuseishomonogatariinthebeginning,historical,tv,26.0,6.72,444,25-50
2399,tottokohamtarouova1hamtaronootanjoubimamawotasunetesanzentechitechi,"adventure, comedy, kids",ova,1.0,6.72,1239,1
2284,transformerscarrobots,"adventure, comedy, mecha, sci-fi, shounen",tv,39.0,6.72,2524,25-50
3963,turnagundamimovieearthlight,"action, drama, mecha, military, sci-fi, space",movie,1.0,6.72,2444,1
4183,uchuutaiteigodsigma,"action, mecha, space",tv,50.0,6.72,353,25-50
6672,videosenshilezarion,"action, mecha, sci-fi",tv,45.0,6.72,344,25-50
446,weißkreuzglühen,"action, drama, shounen",tv,13.0,6.72,7043,13-24
29089,yaoguaimingdan,"action, comedy, ecchi, fantasy, romance",ona,18.0,6.72,4388,13-24
8861,yosuganosorainsolitudewhereweareleastalone,"drama, ecchi, harem, romance",tv,12.0,6.72,173216,2-12
1143,hackintermezzo,"adventure, fantasy, game, magic, mystery, sci-fi",special,1.0,6.71,16637,1
8713,akaiito,"drama, romance, slice of life",special,1.0,6.71,1648,1
1177,alien9,"horror, school, sci-fi",ova,4.0,6.71,15425,2-12
3874,ashitaefreekick,sports,tv,52.0,6.71,1012,51-100
1670,bakutenshootbeybladethemoviegekitoutakaovsdaichi,"action, adventure, comedy, sci-fi, shounen, sports",movie,1.0,6.71,5334,1
370,burnupexcess,"action, adventure, comedy, ecchi, police, sci-fi, shounen",tv,13.0,6.71,6402,13-24
16119,chouyakuhyakuninisshuutakoisaketokikoushimurasakikishikibutokintou,"historical, josei",special,1.0,6.71,1029,1
29976,dancewithdevils,"demons, harem, romance, shoujo, supernatural",tv,12.0,6.71,38618,2-12
2769,galacticpatrollensman,"action, adventure, sci-fi",tv,25.0,6.71,487,25-50
2067,gekiganger3themovie,"action, comedy, mecha, parody, sci-fi, shounen",ova,1.0,6.71,2562,1
4244,gingashippuusasuraiger,"action, adventure, mecha",tv,43.0,6.71,399,25-50
32011,hakuoukiotogisoushi,"fantasy, historical, josei, samurai",tv,13.0,6.71,2791,13-24
28351,hikarinomegami,"action, fantasy",special,1.0,6.71,2304,1
1839,jagainukun,"adventure, fantasy, kids, shoujo, slice of life",tv,26.0,6.71,1012,25-50
2074,kerokerochime,"adventure, comedy, fantasy",tv,30.0,6.71,567,25-50
1067,kishinhoukoudemonbanetv,"action, ecchi, harem, magic, mecha, romance, shounen",tv,12.0,6.71,25443,2-12
7540,kuroganenolinebarrelsspecials,"action, comedy, ecchi, mecha",special,2.0,6.71,3681,2-12
6587,kurokamiintermission,"action, martial arts, super power",special,1.0,6.71,4186,1
20723,kyousougigatvrecaps,"action, fantasy, supernatural",special,2.0,6.71,7322,2-12
1617,massuguniikou,"comedy, josei, romance, slice of life",tv,4.0,6.71,1451,2-12
1806,mastermosquiton99,"action, adventure, comedy, supernatural, vampire",tv,26.0,6.71,2320,25-50
622,natsuironosunadokei,"drama, romance, sci-fi",ova,2.0,6.71,6327,2-12
33181,nijiirodaysova,"comedy, romance, school, shoujo, slice of life",ova,1.0,6.73,4088,1
4795,pokemonpikapikahoshizoracamp,"adventure, comedy, fantasy, kids",movie,1.0,6.71,10143,1
18781,puchimaspetitidolmstertakatsukigolddensetsuspecialharukasanmatsuri,"comedy, music, slice of life",special,6.0,6.71,2284,2-12
32360,qualideacode,"action, magic, supernatural",tv,12.0,6.71,56854,2-12
10308,sengokuotomemomoiroparadox,"action, comedy, historical, samurai, sci-fi, super power",tv,13.0,6.71,27080,13-24
4515,setondoubutsukirisunobanner,"drama, kids",tv,26.0,6.71,669,25-50
14957,shakugannoshanafriagnetomariannenonazenanishananandemoshitsumonbako2,"comedy, fantasy, supernatural",special,8.0,6.71,4982,2-12
7082,shugocharaparty,"comedy, magic, school, shoujo",tv,25.0,6.71,41469,25-50
2010,taihoshichauzoinamerica,"action, comedy, police, shounen",special,1.0,6.71,2584,1
21201,teekyuu2specials,"comedy, school, shounen, sports",special,2.0,6.71,5666,2-12
916,tokkou,"action, comedy, horror, mystery, police, supernatural",tv,13.0,6.71,30836,13-24
2105,toukagettan,"drama, romance, supernatural",tv,26.0,6.71,13921,25-50
6883,umimonogatarianatagaitekuretakotoshinjiaukokoro,"comedy, fantasy, supernatural",special,1.0,6.71,2484,1
1130,windaria,"action, drama, fantasy, romance, sci-fi",movie,1.0,6.71,4905,1
6748,yokuwakarugendaimahou00,"comedy, magic",special,1.0,6.71,4991,1
3325,yuushaexkaiser,"action, mecha, sci-fi, shounen",tv,48.0,6.71,648,25-50
1673,bombermanbdamanbakugaidenv,"sci-fi, shounen",tv,50.0,6.7,932,25-50
1754,digicharatsummerspecial2000,comedy,special,4.0,6.7,1685,2-12
1704,eatman,"action, adventure, sci-fi, shounen, super power",tv,12.0,6.7,4041,2-12
8503,fushigimahoufunfunpharmacy,"kids, magic",tv,48.0,6.7,802,25-50
2060,gallforce1eternalstory,"action, adventure, mecha, military, sci-fi, space",movie,1.0,6.7,2780,1
4361,grenadierhohoeminosenshispecials,"comedy, ecchi, parody",special,7.0,6.7,4220,2-12
2804,hananomahoutsukaimarybell,"adventure, fantasy, magic, shoujo",tv,50.0,6.7,1033,25-50
840,naruenosekai,"comedy, romance, sci-fi",tv,12.0,6.7,11544,2-12
2086,ngknightramune40dxwakuwakujikuuhonoonodaisousasen,"adventure, comedy, fantasy, shounen",ova,3.0,6.7,421,2-12
31848,ojisantomarshmallow,"comedy, slice of life",tv,12.0,6.7,31005,2-12
1978,onkyoseimeitainoiseman,"action, fantasy, sci-fi",movie,1.0,6.7,5295,1
402,otogijuushiakazukinova,"adventure, comedy, fantasy, magic",ova,1.0,6.7,1030,1
13799,pokemonmeloettanokirakirarecital,"adventure, comedy, fantasy, kids, music",movie,1.0,6.7,3937,1
4874,pokemonpikachunofuyuyasumi,"adventure, comedy, fantasy, kids",ova,2.0,6.7,8135,2-12
30103,precureallstarsmovieharunocarnivalimakokokara,"fantasy, magic, music, shoujo",music,1.0,6.7,501,1
15781,puchimaspetitidolmsterepisode0,"comedy, music, slice of life",ova,1.0,6.7,3038,1
10611,r15,"comedy, ecchi, harem, romance, school",tv,12.0,6.7,53617,2-12
23,ringnikakero1,"action, shounen, sports",tv,12.0,6.7,2224,2-12
23581,romeonoaoisoraspecials,"adventure, drama, historical, slice of life",special,2.0,6.7,297,2-12
33173,sanshasanyouspecials,"comedy, school, slice of life",special,3.0,6.7,2177,2-12
472,toheart,"drama, harem, romance, school, slice of life",tv,13.0,6.7,16757,13-24
1980,travafistplanet,"action, comedy, mecha, sci-fi, space",ova,4.0,6.7,8535,2-12
7839,uforobogrendizerakaiyuuhinotaiketsu,"mecha, sci-fi",movie,1.0,6.7,252,1
20613,vivanamida,music,music,1.0,6.7,2376,1
32601,12saichicchanamunenotokimeki,"romance, school, shoujo",tv,12.0,6.69,12768,2-12
4744,akaneironisomarusaka,"comedy, harem, romance, school",tv,12.0,6.69,91453,2-12
10516,anemone,"drama, magic, supernatural",ova,1.0,6.69,2466,1
6533,atarashiisekai,music,music,1.0,6.69,1477,1
375,bannoubunkanekomusume1998,"action, adventure, comedy, mecha, sci-fi, seinen",tv,12.0,6.69,4038,2-12
6511,beastwarsneo,"action, adventure, mecha, shounen, super power",tv,35.0,6.69,1366,25-50
2801,candycandyharunoyobigoe,"drama, shoujo, slice of life",movie,1.0,6.69,967,1
119,finalapproach,"comedy, drama, romance, slice of life",tv,13.0,6.69,24902,13-24
241,girlsbravofirstseason,"comedy, ecchi, fantasy, harem, romance, school",tv,11.0,6.69,84395,2-12
32511,girlsundpanzernihonsenshadourenmeinews,comedy,special,2.0,6.69,1134,2-12
973,glassnokantailalegendeduventdelunivers,"adventure, sci-fi",tv,24.0,6.69,8052,13-24
3190,guitarwomottashounenkikaidervsinazuman,"sci-fi, shounen",special,1.0,6.69,678,1
863,joshikouseigirlshigh,"comedy, drama, ecchi, school, slice of life",tv,12.0,6.69,22982,2-12
2211,jumping,adventure,movie,1.0,6.69,2341,1
1572,jungletaitei,"adventure, kids, shounen",tv,52.0,6.69,3067,51-100
1658,karakurinokimi,"action, comedy, fantasy, historical, horror, martial arts, samurai, shounen, supernatural",ova,1.0,6.69,2884,1
10076,kämpferfürdieliebe,"action, comedy, ecchi, shoujo ai, super power",special,2.0,6.69,37047,2-12
412,koregawatashinogoshujinsama,"comedy, ecchi, slice of life",tv,12.0,6.69,57646,2-12
1810,kyoushiroutotowanosora,"drama, magic, romance, shounen",tv,12.0,6.69,28280,2-12
9936,makenki,"action, ecchi, harem, martial arts, school, super power",tv,12.0,6.69,104182,2-12
7103,miracletrainoedoseneyoukoso,"fantasy, shoujo",tv,13.0,6.69,13898,13-24
2456,morinodensetsu,"adventure, drama, fantasy, music",movie,1.0,6.69,1032,1
9774,moritasanwamukuchi,"comedy, school, slice of life",ova,1.0,6.69,6636,1
4112,mouseandhischild,adventure,movie,1.0,6.69,211,1
4961,mushrambo2008,"action, adventure, fantasy, sci-fi",ova,2.0,6.69,831,2-12
1350,parasitedolls,"action, mecha, police, sci-fi",ova,3.0,6.69,6156,2-12
6428,psychoarmorgovarian,"action, mecha, sci-fi, super power",tv,26.0,6.69,352,25-50
14921,rdgreddatagirl,"fantasy, magic",tv,12.0,6.69,67100,2-12
5636,restolspecialrescueteam,"action, adventure, mecha, police",tv,26.0,6.69,284,25-50
